Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
31495596,09/09/2015 12:12:46 PM,12/15/2015 02:07:21 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Street,11412,197-16 LINDEN BOULEVARD,LINDEN BOULEVARD,197 STREET,198 STREET,,,ADDRESS,SAINT ALBANS,,N/A,Closed,09/19/2015 12:12:46 PM,No action was taken because the Department of Parks and Recreation determined that the issue is out of its jurisdiction.,12/15/2015 02:07:21 PM,12 QUEENS,QUEENS,1052268,192124,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.693751390945614,-73.7547190161349,"(40.693751390945614, -73.7547190161349)"
31593923,09/22/2015 01:50:05 PM,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,Street,11413,139-02 SOUTHGATE PLAZA,SOUTHGATE PLAZA,BEND,BEND,,,ADDRESS,SPRINGFIELD GARDENS,,N/A,Open,10/22/2015 01:50:05 PM,The Department of Parks and Recreation usually requires 30 days to inspect this type of complaint and may take up to 90 days to resolve it. Please note your Service Request number for future reference.,,12 QUEENS,QUEENS,1051252,184721,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67343967153766,-73.75845642658422,"(40.67343967153766, -73.75845642658422)"
31593417,09/22/2015 01:12:13 PM,09/25/2015 11:20:14 AM,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11692,158 SEA GRASS LANE,SEA GRASS LANE,OCEAN AVENUE NORTH,BEND,,,ADDRESS,ARVERNE,,N/A,Closed,09/26/2015 01:12:13 PM,The Department of Buildings contacted you and scheduled an inspection. See Notes to Customer for more details.,09/25/2015 11:20:14 AM,14 QUEENS,QUEENS,1041947,154429,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59036031868076,-73.79225998389893,"(40.59036031868076, -73.79225998389893)"
31593599,09/22/2015 03:07:51 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Street,11001,86-15 262 STREET,262 STREET,86 AVENUE,BOROUGH BOUNDARY,,,ADDRESS,FLORAL PARK,,N/A,Open,10/02/2015 03:07:51 PM,The Department of Parks and Recreation usually requires 10 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,,13 QUEENS,QUEENS,1066019,206668,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7335546067691,-73.704954968102,"(40.7335546067691, -73.704954968102)"
30502370,04/28/2015 06:26:58 PM,04/28/2015 07:29:34 PM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,Store/Commercial,10035,1911 MADISON AVENUE,MADISON AVENUE,EAST 123 STREET,EAST 124 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,04/29/2015 02:26:58 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04/28/2015 07:29:34 PM,11 MANHATTAN,MANHATTAN,1000444,232426,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80461674564084,-73.9415053197214,"(40.80461674564084, -73.9415053197214)"
30498881,04/28/2015 05:54:46 PM,10/08/2015 04:30:57 PM,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Street,11420,,,,,134 STREET,NORTH CONDUIT AVENUE,INTERSECTION,SOUTH OZONE PARK,,N/A,Closed,05/28/2015 05:54:46 PM,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",10/08/2015 04:30:57 PM,10 QUEENS,QUEENS,1038221,182304,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.666894598092256,-73.80545262528688,"(40.666894598092256, -73.80545262528688)"
31524474,09/13/2015 01:35:02 PM,09/13/2015 10:02:02 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11249,84 SOUTH 10 STREET,SOUTH 10 STREET,BERRY STREET,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/13/2015 09:35:02 PM,The Police Department responded to the complaint and determined that police action was not necessary.,09/13/2015 10:02:02 PM,01 BROOKLYN,BROOKLYN,993775,197278,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70815416838622,-73.96564434164706,"(40.70815416838622, -73.96564434164706)"
31527345,09/13/2015 09:04:42 PM,09/14/2015 01:51:56 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2443 POPLAR STREET,POPLAR STREET,BRONXDALE AVENUE,PAULDING AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,09/14/2015 05:04:42 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/14/2015 01:51:56 AM,11 BRONX,BRONX,1024858,246429,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84297247714469,-73.85323437828721,"(40.84297247714469, -73.85323437828721)"
31006258,07/04/2015 04:57:07 PM,09/03/2015 06:26:41 AM,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contaminated,Restaurant/Bar/Deli/Bakery,10024,519 COLUMBUS AVENUE,COLUMBUS AVENUE,WEST 85 STREET,WEST 86 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,09/02/2015 04:57:07 PM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",09/03/2015 06:26:41 AM,07 MANHATTAN,MANHATTAN,991841,225604,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.785903785020274,-73.97258810089549,"(40.785903785020274, -73.97258810089549)"
30668699,05/21/2015 07:01:52 PM,05/21/2015 09:56:29 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,8 WEST 111 STREET,WEST 111 STREET,5 AVENUE,LENOX AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,05/22/2015 03:01:52 AM,The Police Department responded to the complaint and took action to fix the condition.,05/21/2015 09:56:29 PM,10 MANHATTAN,MANHATTAN,998260,229916,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79773121644539,-73.94939942634502,"(40.79773121644539, -73.94939942634502)"
31060994,07/13/2015 01:14:41 AM,07/13/2015 07:20:37 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2365 EAST 13 STREET,EAST 13 STREET,GRAVESEND NECK ROAD,AVENUE X,,,ADDRESS,BROOKLYN,,Precinct,Closed,07/13/2015 09:14:41 AM,The Police Department responded to the complaint and determined that police action was not necessary.,07/13/2015 07:20:37 AM,15 BROOKLYN,BROOKLYN,996149,155277,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.59286770783599,-73.9571556744473,"(40.59286770783599, -73.9571556744473)"
31181885,07/28/2015 10:16:21 AM,07/28/2015 11:52:28 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10029,PARK AVENUE,PARK AVENUE,EAST 96 STREET,EAST 97 STREET,,,BLOCKFACE,NEW YORK,,Precinct,Closed,07/28/2015 06:16:21 PM,The Police Department responded to the complaint and took action to fix the condition.,07/28/2015 11:52:28 AM,11 MANHATTAN,MANHATTAN,997457,225963,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78688253597128,-73.95230743177314,"(40.78688253597128, -73.95230743177314)"
30673749,05/21/2015 08:40:35 PM,05/21/2015 11:19:33 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11201,125 BOERUM PLACE,BOERUM PLACE,DEAN STREET,BERGEN STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/22/2015 04:40:35 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/21/2015 11:19:33 PM,02 BROOKLYN,BROOKLYN,986562,189827,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.687707734021295,-73.99166342004337,"(40.687707734021295, -73.99166342004337)"
30671660,05/21/2015 04:43:05 AM,05/21/2015 06:18:38 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,284 BAY 11 STREET,BAY 11 STREET,CROPSEY AVENUE,INDEPENDENCE AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,05/21/2015 12:43:05 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,05/21/2015 06:18:38 AM,11 BROOKLYN,BROOKLYN,980414,159695,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.605001380818734,-74.01381466478367,"(40.605001380818734, -74.01381466478367)"
30670824,05/21/2015 06:31:40 PM,05/21/2015 09:45:49 PM,NYPD,New York City Police Department,Vending,In Prohibited Area,Street/Sidewalk,10004,,,,,BROADWAY,BATTERY PLACE,INTERSECTION,NEW YORK,,Precinct,Closed,05/22/2015 02:31:40 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/21/2015 09:45:49 PM,01 MANHATTAN,MANHATTAN,980288,195963,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70454904344675,-74.01428973798721,"(40.70454904344675, -74.01428973798721)"
31435374,08/31/2015 03:35:00 PM,09/01/2015 12:00:00 PM,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10474,,,,,WHITTIER STREET,SENECA AVENUE,INTERSECTION,BRONX,,N/A,Closed,,,09/01/2015 12:00:00 PM,02 BRONX,BRONX,1016120,237780,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81926933497002,-73.88485634621742,"(40.81926933497002, -73.88485634621742)"
31591848,09/22/2015 08:51:13 PM,02/16/2016 01:44:34 PM,DPR,Department of Parks and Recreation,Illegal Tree Damage,Unauthorized Tree Removal,,11378,5310 69TH ST,69TH ST,,,,,LATLONG,MASPETH,,N/A,Closed,10/01/2015 08:54:57 AM,The Department of Parks and Recreation visited the location but could not find the tree condition you reported.,02/16/2016 01:44:34 PM,05 QUEENS,QUEENS,1013068,205673,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.731154603318835,-73.8960206506641,"(40.731154603318835, -73.8960206506641)"
31593561,09/22/2015 10:29:56 AM,10/13/2015 11:01:42 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11364,53-48 BELL BOULEVARD,BELL BOULEVARD,LUKE PLACE,56 AVENUE,,,ADDRESS,OAKLAND GARDENS,,N/A,Closed,10/01/2015 07:17:23 AM,The Department of Parks and Recreation inspected but the condition was not found.,10/13/2015 11:01:42 AM,11 QUEENS,QUEENS,1049767,213247,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75174757106758,-73.76353224937567,"(40.75174757106758, -73.76353224937567)"
31458870,09/03/2015 02:13:35 PM,09/19/2015 01:06:53 AM,DCA,Department of Consumer Affairs,Consumer Complaint,False Advertising,,11434,129-24 MERRICK BOULEVARD,MERRICK BOULEVARD,129 AVENUE,EVELETH ROAD,,,ADDRESS,JAMAICA,,N/A,Closed,09/23/2015 11:33:33 AM,"The Department of Consumer Affairs mailed you a complaint form. If you received the form and have not yet completed it, please do so. Be sure to follow the instructions on the form and return it to DCA with all required documentation.     311 can assist those who have not received the complaint form by creating a new Service Request. Additionally, 311 can assist those who returned the form but want to inquire about the status of the filed complaint.",09/19/2015 01:06:53 AM,12 QUEENS,QUEENS,1049878,187312,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68056164808672,-73.76338446963653,"(40.68056164808672, -73.76338446963653)"
31591347,09/22/2015 01:06:44 PM,11/11/2015 01:34:37 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11358,35-27 171 STREET,171 STREET,35 AVENUE,CROCHERON AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,10/23/2015 09:47:55 AM,"This request is not eligible for the program, because it is not a Tax Class One property (1, 2, or 3 residential).",11/11/2015 01:34:37 PM,07 QUEENS,QUEENS,1041047,217738,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.764134495293504,-73.79496691492976,"(40.764134495293504, -73.79496691492976)"
31931071,11/06/2015 06:31:06 AM,11/10/2015 11:19:26 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10457,1530 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,11/10/2015 11:19:26 AM,04 BRONX,BRONX,1008838,245870,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84149732499304,-73.91113593339,"(40.84149732499304, -73.91113593339)"
31594659,09/22/2015 09:05:40 AM,11/27/2015 12:25:29 PM,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11429,223-29 113 DRIVE,113 DRIVE,223 STREET,225 STREET,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,10/08/2015 09:14:12 AM,The condition was inspected and it was determined that no work order was necessary. The condition will not be inspected again for at least 90 days.,11/27/2015 12:25:29 PM,13 QUEENS,QUEENS,1058011,195320,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.702477623959254,-73.7339741977541,"(40.702477623959254, -73.7339741977541)"
30896435,06/20/2015 10:51:50 PM,06/20/2015 10:51:53 PM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Food Stamp,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30892873,06/20/2015 10:42:51 PM,06/21/2015 06:06:29 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11217,,,,,BUTLER STREET,BOND STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,06/21/2015 06:42:51 AM,The Police Department responded to the complaint and took action to fix the condition.,06/21/2015 06:06:29 AM,06 BROOKLYN,BROOKLYN,987618,187928,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68249507418566,-73.9878566580572,"(40.68249507418566, -73.9878566580572)"
30897611,06/20/2015 07:13:54 PM,06/20/2015 10:56:31 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11231,24 REED STREET,REED STREET,VAN BRUNT STREET,CONOVER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/21/2015 03:13:54 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2015 10:56:31 PM,06 BROOKLYN,BROOKLYN,979599,185264,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6751824163071,-74.01676736663303,"(40.6751824163071, -74.01676736663303)"
30893232,06/20/2015 01:11:49 PM,06/20/2015 01:18:11 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10301,,,,,,,,STATEN ISLAND,,N/A,Closed,07/04/2015 01:11:49 PM,The injured person has been transported to a hospital.,06/20/2015 01:18:11 PM,01 STATEN ISLAND,STATEN ISLAND,,,Clove Lakes Park,STATEN ISLAND,Clove Lakes Park,R005,,,7183908027,"Slosson Avenue, Victory Boulevard, Clove Road",STATEN ISLAND,NY,10301,,,,,,,,,,,,,,,
30955379,06/28/2015 10:38:44 AM,06/28/2015 11:41:37 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10016,415 EAST 37 ST EXTENSION,EAST 37 ST EXTENSION,1 AVENUE,F D R DRIVE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/28/2015 06:38:44 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/28/2015 11:41:37 AM,06 MANHATTAN,MANHATTAN,992058,210907,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.745564134827085,-73.97182156356341,"(40.745564134827085, -73.97182156356341)"
